Secuencia2022,Orden2022,Familia2022,Nombre.2022,Estado2022,Actualización,Clements2024_English_Name,Clements2024_Scientific_Name,Nombre_IUCN_20250426,Nombre_IUCN_20251106,IUCN_category_20251106,IUCN_category_20250426,National_threat,Endemic,Range_restricted_062024,Austral_Migrant,Boreal_Migrant,Resident,Priority,Scientific_name_Clements2021,English_name_Clements2021
4,Tinamiformes,Tinamidae,Tinamus tao,Residente,,Gray Tinamou,Tinamus tao,Tinamus tao,Tinamus tao,VU,VU,,FALSE,FALSE,,,TRUE,1,Tinamus tao,Gray Tinamou
5,Tinamiformes,Tinamidae,Tinamus osgoodi,Residente,,Black Tinamou,Tinamus osgoodi,Tinamus osgoodi,Tinamus osgoodi,VU,VU,EN,FALSE,FALSE,,,TRUE,1,Tinamus osgoodi,Black Tinamou
11,Tinamiformes,Tinamidae,Crypturellus obsoletus,Residente,,Brown Tinamou,Crypturellus obsoletus,Crypturellus obsoletus,Crypturellus obsoletus,LC,LC,CR,FALSE,FALSE,,,TRUE,1,Crypturellus obsoletus,Brown Tinamou
15,Tinamiformes,Tinamidae,Crypturellus kerriae,Residente,,Choco Tinamou,Crypturellus kerriae,Crypturellus kerriae,Crypturellus kerriae,NT,NT,VU,FALSE,TRUE,,,TRUE,1,Crypturellus kerriae,Choco Tinamou
21,Anseriformes,Anhimidae,Chauna chavaria,Residente,,Northern Screamer,Chauna chavaria,Chauna chavaria,Chauna chavaria,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Chauna chavaria,Northern Screamer
25,Anseriformes,Anatidae,Oressochen jubatus,Residente,,Orinoco Goose,Oressochen jubatus,Neochen jubata,Neochen jubata,LC,NT,VU,FALSE,FALSE,,,TRUE,1,Oressochen jubatus,Orinoco Goose
27,Anseriformes,Anatidae,Sarkidiornis sylvicola,Residente,,Comb Duck,Sarkidiornis sylvicola,Sarkidiornis sylvicola,Sarkidiornis sylvicola,LC,LC,EN,FALSE,FALSE,,,TRUE,1,Sarkidiornis sylvicola,Comb Duck
34,Anseriformes,Anatidae,Spatula cyanoptera,Migratorio Boreal - Residente,,Cinnamon Teal,Spatula cyanoptera,Spatula cyanoptera,Spatula cyanoptera,LC,LC,EN,FALSE,FALSE,,TRUE,TRUE,1,Spatula cyanoptera,Cinnamon Teal
38,Anseriformes,Anatidae,Anas georgica,Residente,,Yellow-billed Pintail,Anas georgica,Anas georgica,Anas georgica,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Anas georgica,Yellow-billed Pintail
42,Anseriformes,Anatidae,Netta erythrophthalma,Residente,,Southern Pochard,Netta erythrophthalma,Netta erythrophthalma,Netta erythrophthalma,LC,LC,CR,FALSE,FALSE,,,TRUE,1,Netta erythrophthalma,Southern Pochard
48,Anseriformes,Anatidae,Oxyura jamaicensis,Migratorio Boreal? - Residente,,Andean Duck,Oxyura ferruginea,Oxyura ferruginea,Oxyura ferruginea,LC,LC,EN,FALSE,FALSE,,Uncertain,TRUE,1,Oxyura ferruginea,Andean Duck
51,Galliformes,Cracidae,Penelope ortoni,Residente,,Baudo Guan,Penelope ortoni,Penelope ortoni,Penelope ortoni,EN,EN,VU,FALSE,FALSE,,,TRUE,1,Penelope ortoni,Baudo Guan
55,Galliformes,Cracidae,Penelope perspicax,Residente Endémica,,Cauca Guan,Penelope perspicax,Penelope perspicax,Penelope perspicax,VU,VU,EN,TRUE,TRUE,,,TRUE,1,Penelope perspicax,Cauca Guan
59,Galliformes,Cracidae,Ortalis garrula,Residente Endémica,,Chestnut-winged Chachalaca,Ortalis garrula,Ortalis garrula,Ortalis garrula,LC,LC,,TRUE,TRUE,,,TRUE,1,Ortalis garrula,Chestnut-winged Chachalaca
61,Galliformes,Cracidae,Ortalis erythroptera,Residente,,Rufous-headed Chachalaca,Ortalis erythroptera,Ortalis erythroptera,Ortalis erythroptera,VU,VU,NT,FALSE,FALSE,,,TRUE,1,Ortalis erythroptera,Rufous-headed Chachalaca
62,Galliformes,Cracidae,Ortalis columbiana,Residente Endémica,,Colombian Chachalaca,Ortalis columbiana,Ortalis columbiana,Ortalis columbiana,LC,LC,,TRUE,FALSE,,,TRUE,1,Ortalis columbiana,Colombian Chachalaca
66,Galliformes,Cracidae,Crax rubra,Residente,,Great Curassow,Crax rubra,Crax rubra,Crax rubra,VU,VU,VU,FALSE,FALSE,,,TRUE,1,Crax rubra,Great Curassow
67,Galliformes,Cracidae,Crax alberti,Residente Endémica,,Blue-billed Curassow,Crax alberti,Crax alberti,Crax alberti,CR,CR,CR,TRUE,TRUE,,,TRUE,1,Crax alberti,Blue-billed Curassow
68,Galliformes,Cracidae,Crax daubentoni,Residente,,Yellow-knobbed Curassow,Crax daubentoni,Crax daubentoni,Crax daubentoni,NT,NT,EN,FALSE,FALSE,,,TRUE,1,Crax daubentoni,Yellow-knobbed Curassow
70,Galliformes,Cracidae,Crax globulosa,Residente,,Wattled Curassow,Crax globulosa,Crax globulosa,Crax globulosa,EN,EN,EN,FALSE,FALSE,,,TRUE,1,Crax globulosa,Wattled Curassow
74,Galliformes,Cracidae,Pauxi pauxi,Residente,,Helmeted Curassow,Pauxi pauxi,Pauxi pauxi,Pauxi pauxi,VU,VU,EN,FALSE,TRUE,,,TRUE,1,Pauxi pauxi,Helmeted Curassow
78,Galliformes,Odontophoridae,Odontophorus atrifrons,Residente,,Black-fronted Wood-Quail,Odontophorus atrifrons,Odontophorus atrifrons,Odontophorus atrifrons,LC,LC,NT,FALSE,TRUE,,,TRUE,1,Odontophorus atrifrons,Black-fronted Wood-Quail
80,Galliformes,Odontophoridae,Odontophorus hyperythrus,Residente Endémica,,Chestnut Wood-Quail,Odontophorus hyperythrus,Odontophorus hyperythrus,Odontophorus hyperythrus,LC,LC,,TRUE,TRUE,,,TRUE,1,Odontophorus hyperythrus,Chestnut Wood-Quail
81,Galliformes,Odontophoridae,Odontophorus melanonotus,Residente,,Dark-backed Wood-Quail,Odontophorus melanonotus,Odontophorus melanonotus,Odontophorus melanonotus,LC,LC,EN,FALSE,TRUE,,,TRUE,1,Odontophorus melanonotus,Dark-backed Wood-Quail
83,Galliformes,Odontophoridae,Odontophorus dialeucos,Residente,,Tacarcuna Wood-Quail,Odontophorus dialeucos,Odontophorus dialeucos,Odontophorus dialeucos,LC,LC,EN,FALSE,FALSE,,,TRUE,1,Odontophorus dialeucos,Tacarcuna Wood-Quail
84,Galliformes,Odontophoridae,Odontophorus strophium,Residente Endémica,,Gorgeted Wood-Quail,Odontophorus strophium,Odontophorus strophium,Odontophorus strophium,VU,VU,EN,TRUE,TRUE,,,TRUE,1,Odontophorus strophium,Gorgeted Wood-Quail
86,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus ruber,Residente,,American Flamingo,Phoenicopterus ruber,Phoenicopterus ruber,Phoenicopterus ruber,LC,LC,EN,FALSE,FALSE,,,TRUE,1,Phoenicopterus ruber,American Flamingo
90,Podicipediformes,Podicipedidae,Podiceps occipitalis,Residente,,Silvery Grebe,Podiceps occipitalis,Podiceps occipitalis,Podiceps occipitalis,LC,LC,CR,FALSE,FALSE,,,TRUE,1,Podiceps occipitalis,Silvery Grebe
101,Columbiformes,Columbidae,Geotrygon purpurata,Residente,,Purple Quail-Dove,Geotrygon purpurata,Geotrygon purpurata,Geotrygon purpurata,EN,EN,,FALSE,FALSE,,,TRUE,1,Geotrygon purpurata,Purple Quail-Dove
108,Columbiformes,Columbidae,Leptotila conoveri,Residente Endémica,,Tolima Dove,Leptotila conoveri,Leptotila conoveri,Leptotila conoveri,NT,NT,VU,TRUE,TRUE,,,TRUE,1,Leptotila conoveri,Tolima Dove
109,Columbiformes,Columbidae,Leptotila jamaicensis,Residente,,Caribbean Dove,Leptotila jamaicensis,Leptotila jamaicensis,Leptotila jamaicensis,LC,LC,CR,FALSE,FALSE,,,TRUE,1,Leptotila jamaicensis,Caribbean Dove
115,Columbiformes,Columbidae,Zentrygon goldmani,Residente,,Russet-crowned Quail-Dove,Zentrygon goldmani,Zentrygon goldmani,Zentrygon goldmani,NT,NT,VU,FALSE,TRUE,,,TRUE,1,Zentrygon goldmani,Russet-crowned Quail-Dove
135,Cuculiformes,Cuculidae,Neomorphus geoffroyi,Residente,,Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,Neomorphus geoffroyi,Neomorphus geoffroyi,VU,VU,,FALSE,FALSE,,,TRUE,1,Neomorphus geoffroyi,Rufous-vented Ground-Cuckoo
136,Cuculiformes,Cuculidae,Neomorphus radiolosus,Residente,,Banded Ground-Cuckoo,Neomorphus radiolosus,Neomorphus radiolosus,Neomorphus radiolosus,VU,VU,EN,FALSE,FALSE,,,TRUE,1,Neomorphus radiolosus,Banded Ground-Cuckoo
181,Apodiformes,Apodidae,Cypseloides niger,Migratorio Boreal,,Black Swift,Cypseloides niger,Cypseloides niger,Cypseloides niger,VU,VU,,FALSE,FALSE,,TRUE,,1,Cypseloides niger,Black Swift
182,Apodiformes,Apodidae,Cypseloides lemosi,Residente,,White-chested Swift,Cypseloides lemosi,Cypseloides lemosi,Cypseloides lemosi,LC,LC,DD,FALSE,TRUE,,,TRUE,1,Cypseloides lemosi,White-chested Swift
188,Apodiformes,Apodidae,Chaetura pelagica,Migratorio Boreal,,Chimney Swift,Chaetura pelagica,Chaetura pelagica,Chaetura pelagica,VU,VU,,FALSE,FALSE,,TRUE,,1,Chaetura pelagica,Chimney Swift
245,Apodiformes,Trochilidae,Phlogophilus hemileucurus,Residente,,Ecuadorian Piedtail,Phlogophilus hemileucurus,Phlogophilus hemileucurus,Phlogophilus hemileucurus,LC,LC,NT,FALSE,TRUE,,,TRUE,1,Phlogophilus hemileucurus,Ecuadorian Piedtail
248,Apodiformes,Trochilidae,Aglaiocercus coelestis,Residente,,Violet-tailed Sylph,Aglaiocercus coelestis,Aglaiocercus coelestis,Aglaiocercus coelestis,LC,LC,,FALSE,TRUE,,,TRUE,1,Aglaiocercus coelestis,Violet-tailed Sylph
250,Apodiformes,Trochilidae,Opisthoprora euryptera,Residente,,Mountain Avocetbill,Opisthoprora euryptera,Opisthoprora euryptera,Opisthoprora euryptera,LC,LC,,FALSE,TRUE,,,TRUE,1,Opisthoprora euryptera,Mountain Avocetbill
253,Apodiformes,Trochilidae,Ramphomicron dorsale,Residente Endémica,,Black-backed Thornbill,Ramphomicron dorsale,Ramphomicron dorsale,Ramphomicron dorsale,NT,NT,,TRUE,TRUE,,,TRUE,1,Ramphomicron dorsale,Black-backed Thornbill
255,Apodiformes,Trochilidae,Oxypogon stuebelii,Residente Endémica,,Buffy Helmetcrest,Oxypogon stuebelii,Oxypogon stuebelii,Oxypogon stuebelii,VU,VU,EN,TRUE,TRUE,,,TRUE,1,Oxypogon stuebelii,Buffy Helmetcrest
256,Apodiformes,Trochilidae,Oxypogon cyanolaemus,Residente Endémica,,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,Oxypogon cyanolaemus,Oxypogon cyanolaemus,EN,EN,EN,TRUE,FALSE,,,TRUE,1,Oxypogon cyanolaemus,Blue-bearded Helmetcrest
257,Apodiformes,Trochilidae,Oxypogon guerinii,Residente Endémica,,Green-bearded Helmetcrest,Oxypogon guerinii,Oxypogon guerinii,Oxypogon guerinii,LC,LC,,TRUE,TRUE,,,TRUE,1,Oxypogon guerinii,Green-bearded Helmetcrest
260,Apodiformes,Trochilidae,Chalcostigma heteropogon,Residente,,Bronze-tailed Thornbill,Chalcostigma heteropogon,Chalcostigma heteropogon,Chalcostigma heteropogon,LC,LC,,FALSE,TRUE,,,TRUE,1,Chalcostigma heteropogon,Bronze-tailed Thornbill
263,Apodiformes,Trochilidae,Metallura iracunda,Residente,,Perija Metaltail,Metallura iracunda,Metallura iracunda,Metallura iracunda,NT,NT,NT,FALSE,TRUE,,,TRUE,1,Metallura iracunda,Perija Metaltail
267,Apodiformes,Trochilidae,Eriocnemis isabellae,Residente Endémica,,Gorgeted Puffleg,Eriocnemis isabellae,Eriocnemis isabellae,Eriocnemis isabellae,CR,CR,CR,TRUE,FALSE,,,TRUE,1,Eriocnemis isabellae,Gorgeted Puffleg
269,Apodiformes,Trochilidae,Eriocnemis derbyi,Residente,,Black-thighed Puffleg,Eriocnemis derbyi,Eriocnemis derbyi,Eriocnemis derbyi,LC,LC,,FALSE,TRUE,,,TRUE,1,Eriocnemis derbyi,Black-thighed Puffleg
270,Apodiformes,Trochilidae,Eriocnemis godini,Residente,,Turquoise-throated Puffleg,Eriocnemis godini,Eriocnemis godini,Eriocnemis godini,CR,CR,CR,FALSE,FALSE,,,TRUE,1,Eriocnemis godini,Turquoise-throated Puffleg
271,Apodiformes,Trochilidae,Eriocnemis cupreoventris,Residente,,Coppery-bellied Puffleg,Eriocnemis cupreoventris,Eriocnemis cupreoventris,Eriocnemis cupreoventris,LC,LC,,FALSE,TRUE,,,TRUE,1,Eriocnemis cupreoventris,Coppery-bellied Puffleg
273,Apodiformes,Trochilidae,Eriocnemis mosquera,Residente,,Golden-breasted Puffleg,Eriocnemis mosquera,Eriocnemis mosquera,Eriocnemis mosquera,LC,LC,,FALSE,TRUE,,,TRUE,1,Eriocnemis mosquera,Golden-breasted Puffleg
274,Apodiformes,Trochilidae,Eriocnemis mirabilis,Residente Endémica,,Colorful Puffleg,Eriocnemis mirabilis,Eriocnemis mirabilis,Eriocnemis mirabilis,EN,EN,EN,TRUE,TRUE,,,TRUE,1,Eriocnemis mirabilis,Colorful Puffleg
278,Apodiformes,Trochilidae,Coeligena wilsoni,Residente,,Brown Inca,Coeligena wilsoni,Coeligena wilsoni,Coeligena wilsoni,LC,LC,,FALSE,TRUE,,,TRUE,1,Coeligena wilsoni,Brown Inca
279,Apodiformes,Trochilidae,Coeligena prunellei,Residente Endémica,,Black Inca,Coeligena prunellei,Coeligena prunellei,Coeligena prunellei,VU,VU,NT,TRUE,TRUE,,,TRUE,1,Coeligena prunellei,Black Inca
281,Apodiformes,Trochilidae,Coeligena phalerata,Residente Endémica,,White-tailed Starfrontlet,Coeligena phalerata,Coeligena phalerata,Coeligena phalerata,NT,NT,,TRUE,TRUE,,,TRUE,1,Coeligena phalerata,White-tailed Starfrontlet
282,Apodiformes,Trochilidae,Coeligena orina,Residente Endémica,,Dusky Starfrontlet,Coeligena orina,Coeligena orina,Coeligena orina,EN,EN,EN,TRUE,TRUE,,,TRUE,1,Coeligena orina,Dusky Starfrontlet
291,Apodiformes,Trochilidae,Boissonneaua jardini,Residente,,Velvet-purple Coronet,Boissonneaua jardini,Boissonneaua jardini,Boissonneaua jardini,LC,LC,,FALSE,TRUE,,,TRUE,1,Boissonneaua jardini,Velvet-purple Coronet
293,Apodiformes,Trochilidae,Urochroa bougueri,Residente,,Rufous-gaped Hillstar,Urochroa bougueri,Urochroa bougueri,Urochroa bougueri,LC,LC,,FALSE,TRUE,,,TRUE,1,Urochroa bougueri,Rufous-gaped Hillstar
294,Apodiformes,Trochilidae,Urochroa leucura,Residente,,Green-backed Hillstar,Urochroa leucura,Urochroa leucura,Urochroa leucura,LC,LC,,FALSE,TRUE,,,TRUE,1,Urochroa leucura,Green-backed Hillstar
295,Apodiformes,Trochilidae,Urosticte benjamini,Residente,,Purple-bibbed Whitetip,Urosticte benjamini,Urosticte benjamini,Urosticte benjamini,LC,LC,,FALSE,TRUE,,,TRUE,1,Urosticte benjamini,Purple-bibbed Whitetip
296,Apodiformes,Trochilidae,Urosticte ruficrissa,Residente,,Rufous-vented Whitetip,Urosticte ruficrissa,Urosticte ruficrissa,Urosticte ruficrissa,LC,LC,,FALSE,TRUE,,,TRUE,1,Urosticte ruficrissa,Rufous-vented Whitetip
297,Apodiformes,Trochilidae,Heliodoxa gularis,Residente,,Pink-throated Brilliant,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,LC,LC,NT,FALSE,TRUE,,,TRUE,1,Heliodoxa gularis,Pink-throated Brilliant
302,Apodiformes,Trochilidae,Heliodoxa imperatrix,Residente,,Empress Brilliant,Heliodoxa imperatrix,Heliodoxa imperatrix,Heliodoxa imperatrix,LC,LC,,FALSE,TRUE,,,TRUE,1,Heliodoxa imperatrix,Empress Brilliant
311,Apodiformes,Trochilidae,Chaetocercus astreans,Residente Endémica,,Santa Marta Woodstar,Chaetocercus astreans,Chaetocercus astreans,Chaetocercus astreans,LC,LC,,TRUE,TRUE,,,TRUE,1,Chaetocercus astreans,Santa Marta Woodstar
318,Apodiformes,Trochilidae,Chlorostilbon olivaresi,Residente Endémica,,Chiribiquete Emerald,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Chlorostilbon olivaresi,LC,LC,,TRUE,FALSE,,,TRUE,1,Chlorostilbon olivaresi,Chiribiquete Emerald
319,Apodiformes,Trochilidae,Chlorostilbon russatus,Residente,,Coppery Emerald,Chlorostilbon russatus,Chlorostilbon russatus,Chlorostilbon russatus,LC,LC,,FALSE,TRUE,,,TRUE,1,Chlorostilbon russatus,Coppery Emerald
323,Apodiformes,Trochilidae,Anthocephala floriceps,Residente Endémica,,Santa Marta Blossomcrown,Anthocephala floriceps,Anthocephala floriceps,Anthocephala floriceps,VU,VU,VU,TRUE,TRUE,,,TRUE,1,Anthocephala floriceps,Santa Marta Blossomcrown
324,Apodiformes,Trochilidae,Anthocephala berlepschi,Residente Endémica,,Tolima Blossomcrown,Anthocephala berlepschi,Anthocephala berlepschi,Anthocephala berlepschi,VU,VU,VU,TRUE,FALSE,,,TRUE,1,Anthocephala berlepschi,Tolima Blossomcrown
327,Apodiformes,Trochilidae,Campylopterus phainopeplus,Residente Endémica,,Santa Marta Sabrewing,Campylopterus phainopeplus,Campylopterus phainopeplus,Campylopterus phainopeplus,CR,CR,VU,TRUE,TRUE,,,TRUE,1,Campylopterus phainopeplus,Santa Marta Sabrewing
328,Apodiformes,Trochilidae,Campylopterus villaviscensio,Residente,,Napo Sabrewing,Campylopterus villaviscensio,Campylopterus villaviscensio,Campylopterus villaviscensio,LC,LC,,FALSE,TRUE,,,TRUE,1,Campylopterus villaviscensio,Napo Sabrewing
333,Apodiformes,Trochilidae,Goldmania bella,Residente,,Pirre Hummingbird,Goldmania bella,Goldmania bella,Goldmania bella,NT,NT,VU,FALSE,FALSE,,,TRUE,1,Goldmania bella,Pirre Hummingbird
341,Apodiformes,Trochilidae,Saucerottia cyanifrons,Residente Endémica,,Indigo-capped Hummingbird,Saucerottia cyanifrons,Amazilia cyanifrons,Amazilia cyanifrons,LC,LC,,TRUE,FALSE,,,TRUE,1,Saucerottia cyanifrons,Indigo-capped Hummingbird
342,Apodiformes,Trochilidae,Saucerottia castaneiventris,Residente Endémica,,Chestnut-bellied Hummingbird,Saucerottia castaneiventris,Saucerottia castaneiventris,Saucerottia castaneiventris,NT,NT,EN,TRUE,TRUE,,,TRUE,1,Saucerottia castaneiventris,Chestnut-bellied Hummingbird
350,Apodiformes,Trochilidae,Chrysuronia lilliae,Residente Endémica,,Sapphire-bellied Hummingbird,Chrysuronia lilliae,Chrysuronia lilliae,Chrysuronia lilliae,EN,EN,EN,TRUE,TRUE,,,TRUE,1,Chrysuronia lilliae,Sapphire-bellied Hummingbird
351,Apodiformes,Trochilidae,Chrysuronia humboldtii,Residente,,Humboldt's Sapphire,Chrysuronia humboldtii,Chrysuronia humboldtii,Chrysuronia humboldtii,LC,LC,,FALSE,TRUE,,,TRUE,1,Chrysuronia humboldtii,Humboldt's Sapphire
366,Gruiformes,Rallidae,Rallus semiplumbeus,Residente Endémica,,Bogota Rail,Rallus semiplumbeus,Rallus semiplumbeus,Rallus semiplumbeus,VU,VU,EN,TRUE,TRUE,,,TRUE,1,Rallus semiplumbeus,Bogota Rail
384,Gruiformes,Rallidae,Aramides wolfi,Residente,,Brown Wood-Rail,Aramides wolfi,Aramides wolfi,Aramides wolfi,LC,VU,,FALSE,FALSE,,,TRUE,1,Aramides wolfi,Brown Wood-Rail
387,Gruiformes,Rallidae,Porphyriops melanops,Residente,,Spot-flanked Gallinule,Porphyriops melanops,Porphyriops melanops,Porphyriops melanops,LC,LC,EN,FALSE,FALSE,,,TRUE,1,Porphyriops melanops,Spot-flanked Gallinule
395,Charadriiformes,Charadriidae,Pluvialis squatarola,Migratorio Boreal,,Black-bellied Plover,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,VU,VU,,FALSE,FALSE,,TRUE,,1,Pluvialis squatarola,Black-bellied Plover
445,Charadriiformes,Scolopacidae,Tringa flavipes,Migratorio Boreal,,Lesser Yellowlegs,Tringa flavipes,Tringa flavipes,Tringa flavipes,VU,VU,,FALSE,FALSE,,TRUE,,1,Tringa flavipes,Lesser Yellowlegs
564,Pelecaniformes,Ardeidae,Egretta rufescens,Residente,,Reddish Egret,Egretta rufescens,Egretta rufescens,Egretta rufescens,NT,NT,VU,FALSE,FALSE,,,TRUE,1,Egretta rufescens,Reddish Egret
576,Cathartiformes,Cathartidae,Vultur gryphus,Residente,,Andean Condor,Vultur gryphus,Vultur gryphus,Vultur gryphus,VU,VU,CR,FALSE,FALSE,,,TRUE,1,Vultur gryphus,Andean Condor
581,Accipitriformes,Pandionidae,Pandion haliaetus,Migratorio Boreal,,Osprey,Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,LC,EN,,FALSE,FALSE,,TRUE,,1,Pandion haliaetus,Osprey
588,Accipitriformes,Accipitridae,Harpia harpyja,Residente,,Harpy Eagle,Harpia harpyja,Harpia harpyja,Harpia harpyja,VU,VU,NT,FALSE,FALSE,,,TRUE,1,Harpia harpyja,Harpy Eagle
592,Accipitriformes,Accipitridae,Spizaetus isidori,Residente,,Black-and-chestnut Eagle,Spizaetus isidori,Spizaetus isidori,Spizaetus isidori,EN,EN,EN,FALSE,FALSE,,,TRUE,1,Spizaetus isidori,Black-and-chestnut Eagle
601,Accipitriformes,Accipitridae,Circus cinereus,Residente?,,Cinereous Harrier,Circus cinereus,Circus cinereus,Circus cinereus,LC,LC,EN,FALSE,FALSE,,,,1,Circus cinereus,Cinereous Harrier
615,Accipitriformes,Accipitridae,Buteogallus solitarius,Residente,,Solitary Eagle,Buteogallus solitarius,Buteogallus solitarius,Buteogallus solitarius,NT,NT,CR,FALSE,FALSE,,,TRUE,1,Buteogallus solitarius,Solitary Eagle
641,Strigiformes,Strigidae,Megascops gilesi,Residente Endémica,,Santa Marta Screech-Owl,Megascops gilesi,Megascops gilesi,Megascops gilesi,VU,VU,,TRUE,TRUE,,,TRUE,1,Megascops gilesi,Santa Marta Screech-Owl
651,Strigiformes,Strigidae,Glaucidium nubicola,Residente,,Cloud-forest Pygmy-Owl,Glaucidium nubicola,Glaucidium nubicola,Glaucidium nubicola,VU,VU,VU,FALSE,TRUE,,,TRUE,1,Glaucidium nubicola,Cloud-forest Pygmy-Owl
663,Trogoniformes,Trogonidae,Pharomachrus fulgidus,Residente,,White-tipped Quetzal,Pharomachrus fulgidus,Pharomachrus fulgidus,Pharomachrus fulgidus,LC,LC,,FALSE,TRUE,,,TRUE,1,Pharomachrus fulgidus,White-tipped Quetzal
698,Galbuliformes,Galbulidae,Galbula pastazae,Residente,,Coppery-chested Jacamar,Galbula pastazae,Galbula pastazae,Galbula pastazae,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Galbula pastazae,Coppery-chested Jacamar
709,Galbuliformes,Bucconidae,Bucco noanamae,Residente Endémica,,Sooty-capped Puffbird,Bucco noanamae,Nystactes noanamae,Nystactes noanamae,NT,NT,NT,TRUE,TRUE,,,TRUE,1,Bucco noanamae,Sooty-capped Puffbird
730,Piciformes,Capitonidae,Capito squamatus,Residente,,Orange-fronted Barbet,Capito squamatus,Capito squamatus,Capito squamatus,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Capito squamatus,Orange-fronted Barbet
731,Piciformes,Capitonidae,Capito hypoleucus,Residente Endémica,,White-mantled Barbet,Capito hypoleucus,Capito hypoleucus,Capito hypoleucus,LC,LC,EN,TRUE,FALSE,,,TRUE,1,Capito hypoleucus,White-mantled Barbet
736,Piciformes,Semnornithidae,Semnornis ramphastinus,Residente,,Toucan Barbet,Semnornis ramphastinus,Semnornis ramphastinus,Semnornis ramphastinus,NT,NT,NT,FALSE,TRUE,,,TRUE,1,Semnornis ramphastinus,Toucan Barbet
747,Piciformes,Ramphastidae,Andigena hypoglauca,Residente,,Gray-breasted Mountain-Toucan,Andigena hypoglauca,Andigena hypoglauca,Andigena hypoglauca,LC,LC,VU,FALSE,FALSE,,,TRUE,1,Andigena hypoglauca,Gray-breasted Mountain-Toucan
748,Piciformes,Ramphastidae,Andigena laminirostris,Residente,,Plate-billed Mountain-Toucan,Andigena laminirostris,Andigena laminirostris,Andigena laminirostris,NT,NT,EN,FALSE,FALSE,,,TRUE,1,Andigena laminirostris,Plate-billed Mountain-Toucan
767,Piciformes,Picidae,Picumnus granadensis,Residente Endémica,,Grayish Piculet,Picumnus granadensis,Picumnus granadensis,Picumnus granadensis,LC,LC,,TRUE,TRUE,,,TRUE,1,Picumnus granadensis,Grayish Piculet
772,Piciformes,Picidae,Melanerpes pulcher,Residente Endémica,,Beautiful Woodpecker,Melanerpes pulcher,Melanerpes pulcher,Melanerpes pulcher,LC,LC,,TRUE,TRUE,,,TRUE,1,Melanerpes pulcher,Beautiful Woodpecker
