Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
30	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6464	G6464_20240226_070000.WAV	39.0	42.0	NA	NA	NA	0	NA
31	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6467	G6467_20240226_063000.WAV	54.0	57.0	NA	NA	NA	0	NA
32	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6403	G6403_20240210_110000.WAV	54.0	57.0	NA	NA	NA	0	NA
33	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6465	G6465_20240227_120000.WAV	3.0	6.0	NA	NA	NA	0	NA
34	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6383	G6383_20240302_120000.WAV	51.0	54.0	NA	NA	NA	0	NA
35	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6376	G6376_20240221_070000.WAV	24.0	27.0	NA	NA	NA	0	NA
36	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6437	G6437_20240225_070000.WAV	45.0	48.0	NA	NA	NA	0	NA
37	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6468	G6468_20240209_073000.WAV	36.0	39.0	NA	NA	NA	0	NA
38	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6464	G6464_20240224_073000.WAV	36.0	39.0	NA	NA	NA	0	NA
39	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6403	G6403_20240218_073000.WAV	36.0	39.0	NA	NA	NA	0	NA
40	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6376	G6376_20240217_083000.WAV	0.0	3.0	NA	NA	NA	0	NA
41	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6370	G6370_20240228_070000.WAV	30.0	33.0	NA	NA	NA	0	NA
42	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6376	G6376_20240217_093000.WAV	3.0	6.0	NA	NA	NA	0	NA
43	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6404	G6404_20240214_103000.WAV	45.0	48.0	NA	NA	NA	0	NA
44	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6465	G6465_20240301_073000.WAV	15.0	18.0	NA	NA	NA	0	NA
45	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6403	G6403_20240225_073000.WAV	27.0	30.0	NA	NA	NA	0	NA
46	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6406	G6406_20240216_070000.WAV	9.0	12.0	NA	NA	NA	0	NA
47	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6464	G6464_20240219_070000.WAV	30.0	33.0	NA	NA	NA	0	NA
48	Spectrogram 1	1	0	3	0	Black-headed Antbird	Percnostola rufifrons		G6467	G6467_20240228_063000.WAV	0.0	3.0	NA	NA	NA	0	NA
